"","DrugName"
"15276","HOME Glycine Powder 100g"
"15277","HOME Golimumab 100mg-1mL Pre-filled Pen (Smartject)"
"15278","HOME Golimumab 100mg-1mL Pre-filled Pen(Smartject)"
"15279","HOME Golimumab 100mg  -1mL Pre-filled Pen (Smartject)     "
"15280","HOME Golimumab 100mg/1mL Pre-filled Pen (Smartject"
"15281","HOME Golimumab 100mg/1mL Pre-filled Pen (Smartject)     "
"15282","HOME Golimumab 100mg/1mL Pre-filled Pen(Smartject)"
"15283","HOME HERCEPTIN COMPOUNDING FEE"
"15284","HOME HERCEPTIN TRANSPORT"
"15285","HOME HYDROCORTISONE (as SODIUM SUCC) 100mg INJ"
"15286","HOME Hydroxocobalamin Powder 10mg (Sachet)"
"15287","HOME ICATIBANT 30mg-3mL INJECTION (1 Syringe)"
"15288","HOME ICATIBANT 30mg/3mL INJECTION (1 Syringe)"
"15289","HOME Interferon Beta-1A  30mcg-0.5ml PFS (Avonex)"
"15290","HOME Interferon Beta-1A  30mcg  -0.5ml PFS (Avonex)"
"15291","HOME Interferon Beta-1A  30mcg/0.5ml PFS (Avonex)"
"15292","HOME Interferon Beta-1A 22mg-0.5mL PFS (12pk)"
"15293","HOME Interferon Beta-1A 22mg/0.5mL PFS (12pk)"
"15294","HOME Interferon Beta-1A 22mic/0.5mL PFS (12pk)"
"15295","HOME Interferon Beta-1A 22microgram  -0.5mL PFS (12pk)"
"15296","HOME Interferon Beta-1A 22microgram/0.5mL PFS (12p"
"15297","HOME Interferon Beta-1A 22microgram/0.5mL PFS (12pk)"
"15298","HOME Interferon Beta-1A 30mcg-0.5ml PEN (Avonex)"
"15299","HOME Interferon Beta-1A 30mcg-0.5ml PFS (Avonex)"
"15300","HOME Interferon Beta-1A 30mcg  -0.5ml PEN (Avonex)"
"15301","HOME Interferon Beta-1A 30mcg/0.5ml PEN (Avonex)"
"15302","HOME Interferon Beta-1A 30mcg/0.5ml PFS (Avonex)"
"15303","HOME Interferon Beta-1A 44mcg CARTRIDGE (4pk)"
"15304","HOME Interferon Beta-1A 44mg-0.5mL PEN (12pk)"
"15305","HOME Interferon Beta-1A 44mg-0.5mL PFS (12pk)"
"15306","HOME Interferon Beta-1A 44mg/0.5mL PEN (12pk)"
"15307","HOME Interferon Beta-1A 44mg/0.5mL PFS (12pk)"
"15308","HOME Interferon Beta-1A 44mic/0.5mL PEN (12pk)"
"15309","HOME Interferon Beta-1A 44mic/0.5mL PFS (12pk)"
"15310","HOME Interferon Beta-1A 44microgram-0.5mL PFS (12pk)"
"15311","HOME Interferon Beta-1A 44microgram  -0.5mL PEN (12pk)"
"15312","HOME Interferon Beta-1A 44microgram  -0.5mL PFS (12pk)"
"15313","HOME Interferon Beta-1A 44microgram/0.5mL PEN (12p"
"15314","HOME Interferon Beta-1A 44microgram/0.5mL PFS (12p"
"15315","HOME Interferon Beta-1A 44microgram/0.5mL PFS (12pk)"
"15316","HOME Interferon Beta-1A 66microgram/1.5mL Multidos"
"15317","HOME Interferon Beta-1A Starter Pen (REBIF)"
"15318","HOME Interferon Beta-1A Starter PFS (REBIF)"
"15319","HOME Interferon Beta-1B 300mcg vial (BETAFER)"
"15320","HOME IXEKIZUMAB 80mg-1mL PEN (TALTZ)"
"15321","HOME IXEKIZUMAB 80mg  -1mL PEN (TALTZ)"
"15322","HOME IXEKIZUMAB 80mg/1mL PEN (TALTZ)"
"15323","HOME L-5 HYDROXY OXITRIP 60MG CAPSULES"
"15324","HOME L-Arginine 1000mg Tablet"
"15325","HOME L-Arginine 40% Oral Solution (500ml)"
"15326","HOME L-Arginine Powder (100g)"
"15327","HOME L-Carnitine 1G Chewable Tablet"
"15328","HOME L-Carnitine 30% Paediatric Solution (20ml)"
"15329","HOME L-Carnitine 30% Paediatric Solution (40ml)"
"15330","HOME L-Carnitine 500mg Capsule"
"15331","HOME L-Citrulline 2g (2000mg) Sachet"
"15332","HOME L-Citrulline 600mg sachets"
"15333","HOME L-Citrulline 800mg sachets"
"15334","HOME L-Citrulline Powder 100g"
"15335","HOME L-LYSINE 500mg TABLETS"
"15336","HOME MEFOLINATE 15mg TABLET"
"15337","HOME MELATONIN 2mg M-R TABLETS (30 tabs)"
"15338","HOME MELATONIN 2mg M/R TABLETS (30 tabs)"
"15339","HOME Melatonin Capsule 2mg"
"15340","HOME Melatonin Capsule 5mg"
"15341","HOME Melatonin M-R 2mg Capsule"
"15342","HOME Melatonin M  -R 2mg Capsule"
"15343","HOME Melatonin M/R 2mg Capsule"
"15344","HOME Menadiol Sodium Phosphate 10mg Tablet"
"15345","HOME Mercaptamine 0.55% Eye Drops (Preserv-Free)"
"15346","HOME Mercaptamine 50mg Capsule"
"15347","HOME Mercaptamine Capsule 150mg (Cystagon)"
"15348","HOME Methotrexate 10mg-0.2ml Pen (Metoject)"
"15349","HOME Methotrexate 10mg  -0.2ml Pen (Metoject)             "
"15350","HOME Methotrexate 10mg/0.2ml Pen (Metoject)"
"15351","HOME Methotrexate 15mg-0.3ml Pen (Metoject)"
"15352","HOME Methotrexate 15mg/0.3ml Pen (Metoject)"
"15353","HOME Methotrexate 20mg-0.4ml Pen (Metoject)             "
"15354","HOME Methotrexate 20mg/0.4ml Pen (Metoject)"
"15355","HOME Methotrexate 20mg/0.4ml Pen (Metoject)             "
"15356","HOME Methotrexate 22.5mg-0.45ml Pen (Metoject)"
"15357","HOME Methotrexate 22.5mg/0.45ml Pen (Metoject)"
"15358","HOME Methotrexate 25mg-0.5ml Pen (Metoject)"
"15359","HOME Methotrexate 25mg  -0.5ml Pen (Metoject)"
"15360","HOME Methotrexate 25mg/0.5ml Pen (Metoject)"
"15361","HOME Methotrexate 7.5mg-0.15ml Pen (Metoject)"
"15362","HOME Methotrexate 7.5mg  -0.15ml Pen (Metoject)"
"15363","HOME Methotrexate 7.5mg/0.15ml Pen (Metoject)"
"15364","HOME Methotrexate12.5mg-0.25ml Pen (Metoject)"
"15365","HOME Methotrexate12.5mg/0.25ml Pen (Metoject)"
"15366","HOME METOJECT NURSE VISIT"
"15367","HOME NITISINONE 20mg CAP (60cap)"
"15368","HOME NITISINONE 20mg CAP (60cap) DO NOT USE"
"15369","HOME Nitisinone 20mg CAPSULES (Orfadin)"
"15370","HOME Nitisinone Capsule 10mg (Dipharma Generic)"
"15371","HOME Nitisinone Capsule 10mg (Orfadin)"
"15372","HOME Nitisinone Capsule 5mg (Dipharma Generic)"
"15373","HOME Nitisinone Capsule 5mg (Orfadin)"
"15374","HOME NURSE VISIT"
"15375","HOME OCTREOTIDE 20mg DEPOT INJ (vial)"
"15376","Home Parenteral Nutrition"
"15377","HOME Peginterferon Beta-1A 125mcg-0.5mL PEN (2pk)"
"15378","HOME Peginterferon Beta-1A 125mcg  -0.5mL PEN (2pk)"
"15379","HOME Peginterferon Beta-1A 125mcg/0.5mL PEN (2pk)"
"15380","HOME Peginterferon Beta-1A STARTER PACK"
"15381","HOME PN"
"15382","HOME Pyridoxine 50mg Tablet"
"15383","HOME Riboflavin Capsule 50mg"
"15384","HOME Secukinumab 150mg-ml Injection (PEN) 2pk"
"15385","HOME Secukinumab 150mg-ml Injection (Pen) FOC"
"15386","HOME Secukinumab 150mg  -ml Injection (PEN) 2pk           "
"15387","HOME Secukinumab 150mg/ml Injection (PEN) 2pk"
"15388","HOME SERVICE FEE - ANAKINRA"
"15389","HOME SERVICE FEE - BEXAROTENE"
"15390","HOME SERVICE FEE - HEMLIBRA"
"15391","HOME SERVICE FEE - METHOTREXATE"
"15392","HOME SERVICE FEE - NITISINONE"
"15393","HOME SERVICE FEE - PAED METABOLIC"
"15394","HOME SERVICE FEE ALCURA - HEMLIBRA"
"15395","HOME SERVICE FEE HAH - HEMLIBRA"
"15396","HOME Sodium Benzoate 500mg-5mL Sol UNFLAV (100ml)"
"15397","HOME Sodium Benzoate 500mg-5mL Solution (100ml)"
"15398","HOME Sodium Benzoate 500mg  -5mL Sol UNFLAVOURED (100ml)"
"15399","HOME Sodium Benzoate 500mg  -5mL Solution (100ml)"
"15400","HOME Sodium Benzoate 500mg Tablet"
"15401","HOME Sodium Benzoate 500mg/5mL Sol unflav (100ml)"
"15402","HOME Sodium Benzoate 500mg/5mL Sol UNFLAVOUR 100ml"
"15403","HOME Sodium Benzoate 500mg/5mL Sol UNFLAVOURED (100ml)"
"15404","HOME Sodium Benzoate 500mg/5mL Solution (100ml)"
"15405","HOME Sodium Bicarbonate 8.4% Solution (100mL)"
"15406","HOME SODIUM CHLORIDE 0.9% PFS (10mL)"
"15407","HOME Sodium Phenylbutyrate 250mg-1mL (100ml)"
"15408","HOME Sodium Phenylbutyrate 250mg  -1mL (100ml)"
"15409","HOME Sodium Phenylbutyrate 250mg/1mL (100ml)"
"15410","HOME Sodium Phenylbutyrate Powder 266g (Ammonaps)"
"15411","HOME Sodium Phenylbutyrate Tablet 500mg"
"15412","HOME SOMATROPIN 10mg (30units)  -1.5mL PRE-FILLED PEN"
"15413","HOME SOMATROPIN 10mg (30units)  -1.5mL PRE-FILLED PEN "
"15414","HOME Somatropin 10mg Cartridge (Nutropin AQ)"
"15415","HOME Somatropin 10mg Cartridge (SimpleXx)"
"15416","HOME SOMATROPIN 10mg(30units)/1.5mL PRE-FILLED PEN"
"15417","HOME SOMATROPIN 5mg (15units)-1.5mL PRE-FILLED PEN"
"15418","HOME SOMATROPIN 5mg (15units)  -1.5mL PRE-FILLED PEN"
"15419","HOME SOMATROPIN 5mg (15units)/1.5mL PRE-FILLED PEN"
"15420","HOME Somatropin 5mg Cartridge (SimpleXx)"
"15421","HOME Teriflunomide 14mg Tablets (28 Tablets)"
"15422","HOME Teriparatide 600microgram-2.4mL Injection"
"15423","HOME Teriparatide 600microgram/2.4mL INJ"
"15424","HOME Teriparatide 600microgram/2.4mL Injection"
"15425","HOME TOCILIZUMAB 162mg-0.9mL PFS (4 pack)"
"15426","HOME TOCILIZUMAB 162mg/0.9mL PFS (4 pack)"
"15427","HOME TPN"
"15428","HOME Trientine 300mg Capsules"
"15429","HOME Trientine 300mg Capsules (100 Capsules)"
"15430","HOME Ubidecarenone (Co-Enzyme Q10) 30mg VEG CAP"
"15431","HOME Ubidecarenone (Co-Enzyme Q10) 30mg VEG Capsul"
"15432","HOME UBIDECARENONE (UBIQUINONE) 50mg  -5mL SYRUP (500mL)"
"15433","HOME Ubiquinone 50mg/5mL Suspension"
"15434","HOME Ustekinumab 45mg-0.5mL Injection (Syringe)         "
"15435","HOME Ustekinumab 45mg  -0.5mL Injection (Syringe)         "
"15436","HOME Ustekinumab 45mg/0.5mL Inj (Syringe)"
"15437","HOME Ustekinumab 45mg/0.5mL INJ (Syringe)"
"15438","HOME Ustekinumab 45mg/0.5mL Injection (SYR)"
"15439","HOME Ustekinumab 45mg/0.5mL Injection (Syringe)"
"15440","HOME USTEKINUMAB 90mg-1mL INJECTION (PFS)"
"15441","HOME USTEKINUMAB 90mg  -1mL INJECTION (PFS)"
"15442","HOME USTEKINUMAB 90mg/1mL INJECTION (PFS)"
"15443","HOMECARE"
"15444","HOMECARE - ABACAVIR"
"15445","HOMECARE - ABATACEPT"
"15446","HOMECARE - ABATACEPT (1ML)"
"15447","HOMECARE - ABATACEPT (1ML) 125 mg Prefilled Syringe"
"15448","HOMECARE - ABATACEPT 125 mg Prefilled Pen"
"15449","HomeCare - ABEMACICLIB 150 mg Tablets"
"15450","HomeCare - ACICLOVIR (HOMECARE) 200 mg Tablets"
"15451","HomeCare - ACICLOVIR (HOMECARE) 400 mg Tablets"
"15452","HomeCare - ACICLOVIR 400 mg Tablets"
"15453","HOMECARE - ADALIMUMAB  Pre-filled syringe 40 mg Injection"
"15454","HOMECARE - ADALIMUMAB (AMGEVITA)"
"15455","HomeCare - ADALIMUMAB (AMGEVITA) (HOMECARE) 20 mg"
"15456","HomeCare - ADALIMUMAB (AMGEVITA) (HOMECARE) 40 mg"
"15457","HOMECARE - ADALIMUMAB (AMGEVITA) 20 mg prefilled syringe"
"15458","HOMECARE - ADALIMUMAB (AMGEVITA) 40 mg in 0.8ml Auto Injector Pen"
"15459","HOMECARE - ADALIMUMAB (AMGEVITA) 40 mg in 0.8ml Prefilled Syringe"
"15460","HOMECARE - ADALIMUMAB (AMGEVITA) 40 mg prefilled pen"
"15461","HOMECARE - ADALIMUMAB (AMGEVITA) 40 mg prefilled syringe"
"15462","HomeCare - ADALIMUMAB (Homecare) (AMGEVITA) 20 mg"
"15463","HomeCare - ADALIMUMAB (Homecare) (AMGEVITA) 40 mg"
"15464","HomeCare - ADALIMUMAB (Homecare) (HUMIRA) 20 mg P"
"15465","HomeCare - ADALIMUMAB (Homecare) (HUMIRA) 20 mg Pr"
"15466","HomeCare - ADALIMUMAB (HOMECARE) 20 mg Pre-Filled"
"15467","HOMECARE - ADALIMUMAB (HUMIRA)"
"15468","HomeCare - ADALIMUMAB (HUMIRA) (HOMECARE) 20 mg Pr"
"15469","HomeCare - ADALIMUMAB (HUMIRA) (HOMECARE) 40 mg Pr"
"15470","HomeCare - ADALIMUMAB (HUMIRA) (PRE-FILLED PENS)"
"15471","HomeCare - ADALIMUMAB (HUMIRA) (PRE-FILLED PENS) 4"
"15472","HomeCare - ADALIMUMAB (HUMIRA) (PRE-FILLED SYRING"
"15473","HomeCare - ADALIMUMAB (HUMIRA) (PRE-FILLED SYRINGE"
"15474","HOMECARE - ADALIMUMAB (HUMIRA) 40 mg in 0.4ml Auto Injector Pen"
"15475","HOMECARE - ADALIMUMAB (HUMIRA) 40 mg in 0.4ml Prefilled Syringe"
"15476","HOMECARE - ADALIMUMAB (HUMIRA) 40 mg Injection"
"15477","HOMECARE - ADALIMUMAB (HUMIRA) AUTO INJECTOR PEN 40 mg"
"15478","HOMECARE - ADALIMUMAB (HUMIRA) PREFILLED SYRINGE"
"15479","HOMECARE - ADALIMUMAB (HUMIRA) PREFILLED SYRINGE 40 mg"
"15480","HomeCare - ADALIMUMAB (PRE-FILLED PENS) 40 mg Inj"
"15481","HomeCare - ADALIMUMAB (PRE-FILLED PENS) 40 mg Inje"
"15482","HomeCare - ADALIMUMAB (PRE-FILLED SYRINGE) 40 mg"
"15483","HomeCare - ADALIMUMAB (PRE-FILLED SYRINGE) 40 mg I"
"15484","HOMECARE - ADALIMUMAB 20 mg prefilled syringe"
"15485","HOMECARE - ADALIMUMAB 40 mg in 0.8ml Auto Injector Pen"
"15486","HOMECARE - ADALIMUMAB 40 mg in 0.8ml Prefilled Syringe"
"15487","HOMECARE - ADALIMUMAB Auto Injector Pen 40 mg Injection"
"15488","HomeCare - ADCAL D3 (HOMECARE) Calcium Carbonate 1"
"15489","HomeCare - ADCAL D3 Calcium Carbonate 1.5G & Cole"
"15490","HomeCare - ADCAL D3 Calcium Carbonate 1.5G & Colec"
"15491","HomeCare - ADVATE (HOMECARE) 1000 International U"
"15492","HomeCare - ADVATE (HOMECARE) 1000 International Un"
"15493","HomeCare - ADVATE (HOMECARE) 1500 International U"
"15494","HomeCare - ADVATE (HOMECARE) 1500 International Un"
"15495","HomeCare - ADVATE (HOMECARE) 2000 International U"
"15496","HomeCare - ADVATE (HOMECARE) 2000 International Un"
"15497","HomeCare - ADVATE (HOMECARE) 250 International Un"
"15498","HomeCare - ADVATE (HOMECARE) 250 International Uni"
"15499","HomeCare - ADVATE (HOMECARE) 3000 International U"
"15500","HomeCare - ADVATE (HOMECARE) 3000 International Un"
"15501","HomeCare - ADVATE (HOMECARE) 500 International Un"
"15502","HomeCare - ADVATE (HOMECARE) 500 International Uni"
"15503","HomeCare - ALCOHOL (Homecare) 5ml 70 % Injection"
"15504","HOMECARE - ALIROCUMAB"
"15505","HOMECARE - ALIROCUMAB 150 mg in 1mL Injection"
"15506","HOMECARE - ALIROCUMAB 75 mg in 1mL Injection"
"15507","HomeCare - ALLOPURINOL 300 mg Tablets"
"15508","HomeCare - AMIKACIN (HOMECARE) 501 - 750MG Interm"
"15509","HomeCare - AMIKACIN (HOMECARE) 501 - 750MG Interma"
"15510","HomeCare - AMIKACIN (HOMECARE) 751 - 1000MG Inter"
"15511","HomeCare - AMIKACIN (HOMECARE) 751 - 1000MG Interm"
"15512","HOMECARE - ANAKINRA 100 mg Injection"
"15513","HOMECARE - ANCILLARIES & EQUIPMENT"
"15514","HomeCare - APO-GO  EXTRA ANCILLARIES (HOMECARE)"
"15515","HomeCare - APO-GO  EXTRA ANCILLIARIES (HOMECARE)"
"15516","HomeCare - APOMORPHINE (HOMECARE) EXTRA ANCILLARIE"
"15517","HomeCare - APOMORPHINE 5 mg in 1ml Pre-Filled syr"
"15518","HomeCare - APOMORPHINE 5 mg in 1ml Pre-Filled syri"
"15519","HomeCare - APOMORPHINE HYDROCHLORIDE (APO-GO PEN)"
"15520","HOMECARE - APREMILAST 30 mg Tablets"
"15521","HOMECARE - APREMILAST TREATMENT INITATION  Tablets"
"15522","HomeCare - APREPITANT 125 mg Capsules"
"15523","HomeCare - APREPITANT 80 mg Capsules"
"15524","HOMECARE - ASFOTASE ALFA"
"15525","HOMECARE - ASFOTASE ALFA 28 mg Injection"
"15526","HomeCare - ASPIRIN 75 mg Dispersible Tablets"
"15527","HomeCare - ATALUREN (HOMECARE) 1000 mg Granules"
"15528","HomeCare - ATALUREN (HOMECARE) 125 mg Granules"
"15529","HomeCare - ATALUREN (HOMECARE) 250 mg Granules"
"15530","HOMECARE - ATALUREN (IWW) 125 mg Granules"
"15531","HOMECARE - ATALUREN (IWW) 250 mg Granules"
"15532","HOMECARE - ATALUREN 125 mg Granules"
"15533","HOMECARE - ATALUREN 250 mg Granules"
"15534","HomeCare - ATEZOLIZUMAB (HOMECARE) - PHARMAXO 1200"
"15535","HomeCare - AZTREONAM (HOMECARE) 3 g Pre-Filled sy"
"15536","HomeCare - AZTREONAM (HOMECARE) 3 g Pre-Filled syr"
"15537","HomeCare - AZTREONAM (HOMECARE) Nebuliser Solution"
"15538","HomeCare - AZTREONAM LYSINE (FOR NEBULISER SOLUTI"
"15539","HomeCare - AZTREONAM LYSINE (FOR NEBULISER SOLUTIO"
"15540","HomeCare - AZTREONAM LYSINE (FOR NEBULISER) 75 mg"
"15541","HomeCare - AZTREONAM LYSINE (HOMECARE) (FOR NEBUL"
"15542","HomeCare - AZTREONAM LYSINE (HOMECARE) NEBULISER"
"15543","HomeCare - AZTREONAM LYSINE Nebulised (HOMECARE)"
"15544","HOMECARE - BARICITINIB"
"15545","HOMECARE - BARICITINIB 2 mg Tablets"
"15546","HOMECARE - BARICITINIB 4 mg Tablets"
"15547","HomeCare - BENEFIX (HOMECARE) 1000 International"
"15548","HomeCare - BENEFIX (HOMECARE) 1000 International U"
"15549","HomeCare - BENEFIX (HOMECARE) 2000 International"
"15550","HomeCare - BENEFIX (HOMECARE) 2000 International U"
"15551","HomeCare - BEVACIZUMAB (HOMECARE) 401 - 500mg in S"
"15552","HomeCare - BEVACIZUMAB IN SODIUM CHLORIDE 0.9% (H"
"15553","HomeCare - BEVACIZUMAB IN SODIUM CHLORIDE 0.9% (HO"
"15554","HomeCare - BORTEZOMIB (HOMECARE) (VELCADE) 0 - 3.5"
"15555","HomeCare - BORTEZOMIB (HOMECARE) 1.76 - 2mg SYRING"
"15556","HomeCare - BORTEZOMIB (HOMECARE) 2.01 - 2.25mg SYR"
"15557","HomeCare - BORTEZOMIB (HOMECARE) 2.26 - 2.5mg SYRI"
"15558","HomeCare - BORTEZOMIB (HOMECARE) 2.51 - 2.75mg SYR"
"15559","HomeCare - BORTEZOMIB (HOMECARE) 2.76 - 3mg SYRING"
"15560","HomeCare - BORTEZOMIB (VELCADE) SYRINGE 0 - 3.5 m"
"15561","HomeCare - BORTEZOMIB (VELCADE) SYRINGE 0 - 3.5 mg"
"15562","HomeCare - BORTEZOMIB SYRINGE 0 - 3.5 mg (HOMECAR"
"15563","HomeCare - BORTEZOMIB SYRINGE 0 - 3.5 mg (HOMECARE"
"15564","HOMECARE - BRAMITOB"
"15565","HOMECARE - BUROSUMAB"
"15566","HomeCare - BUROSUMAB (HOMECARE) 10 mg in 1ml Inje"
"15567","HomeCare - BUROSUMAB (HOMECARE) 10 mg in 1ml Injec"
"15568","HomeCare - BUROSUMAB (HOMECARE) 20 mg in 1ml Inje"
"15569","HomeCare - BUROSUMAB (HOMECARE) 20 mg in 1ml Injec"
"15570","HomeCare - BUROSUMAB (HOMECARE) 30 mg in 1ml Inje"
"15571","HomeCare - BUROSUMAB (HOMECARE) 30 mg in 1ml Injec"
"15572","HOMECARE - BUROSUMAB 10 mg in 1ml Injection"
"15573","HOMECARE - BUROSUMAB 20 mg in 1ml Injection"
"15574","HOMECARE - BUROSUMAB 30 mg in 1ml Injection"
"15575","HomeCare - C1-ESTERASE (CINRYZE) (HOMECARE) Injec"
"15576","HomeCare - C1-ESTERASE (CINRYZE) (HOMECARE) Inject"
"15577","HomeCare - CEFTAZIDIME (HOMECARE) 3 g Pre-Filled s"
"15578","HomeCare - CEFTRIAXONE (HOMECARE) Intermate Devic"
"15579","HOMECARE - CEFTRIAXONE INTERMATE"
"15580","HOMECARE - CEFTRIAXONE INTERMATE 1501 - 2000mg (OPAT)"
"15581","HOMECARE - CEFUROXIME INTERMATE 751 - 1500mg (OPAT)"
"15582","HOMECARE - CERTOLIZUMAB (CHARGEABLE)"
"15583","HOMECARE - CERTOLIZUMAB (CHARGEABLE) 200 mg in 1mL Auto Injector Pen"
"15584","HOMECARE - CERTOLIZUMAB (CHARGEABLE) 200 mg in 1mL Prefilled Syringe"
"15585","HOMECARE - CERTOLIZUMAB (NON-CHARGEABLE)"
"15586","HOMECARE - CERTOLIZUMAB (NON-CHARGEABLE) 200 mg in 1mL Auto Injector Pen"
"15587","HOMECARE - CF DELIVERY"
"15588","HOMECARE - CF LUMACAFTOR/IVACAFTOR 100mg/125mg Granules"
"15589","HOMECARE - CF LUMACAFTOR/IVACAFTOR 100mg/125mg Tablets"
"15590","HOMECARE - CF LUMACAFTOR/IVACAFTOR 150mg/188mg Granules"
"15591","HOMECARE - CF TEZACAFTOR/IVACAFTOR 100mg/150mg Tablets"
"15592","HOMECARE - CF TOBRAMYCIN INTERMATE 0 - 200mg"
"15593","HOMECARE - CF TOBRAMYCIN INTERMATE 201 - 400mg"
"15594","HOMECARE - CF TOBRAMYCIN INTERMATE 401 - 600mg"
"15595","HomeCare - CHLORPHENAMINE (CHLORPHENIRAMINE) 10 m"
"15596","HomeCare - CHLORPHENIRAMINE (HOMECARE) 10 mg in 1m"
"15597","HomeCare - CIPROFLOXACIN 500 mg Tablets"
"15598","HomeCare - CLADRIBINE (HOMECARE) 10 mg Tablets"
"15599","HomeCare - CO-CARELDOPA 5/20 (HOMECARE) CARBIDOPA"
"15600","HomeCare - CO-TRIMOXAZOLE (HOMECARE) 480 mg Tablet"
"15601","HomeCare - CO-TRIMOXAZOLE 480 mg Tablets"
"15602","HomeCare - COLISTIMETHATE (HOMECARE) (COLISTIN) 3"
"15603","HOMECARE - COLISTIMETHATE (PROMIXIN) 1 million units Nebuliser"
"15604","HomeCare - COLISTIMETHATE SODIUM (COLISTIN) 2 mil"
"15605","HomeCare - COLISTIMETHATE SODIUM (COLISTIN) 2 mill"
"15606","HomeCare - COLISTIMETHATE SODIUM (Colobreathe) (H"
"15607","HomeCare - COLISTIMETHATE SODIUM (Colobreathe) (HO"
"15608","HomeCare - COLISTIMETHATE SODIUM (PROMIXIN) 1 mil"
"15609","HomeCare - COLISTIMETHATE SODIUM (PROMIXIN) 1 mill"
"15610","HOMECARE - COLISTIMETHATE SODIUM INTERMATE 0.1-1 million units"
"15611","HomeCare - COLISTIMETHATE SODIUM Nebulised  (PROM"
"15612","HomeCare - COLISTIMETHATE SODIUM Nebulised (HOMEC"
"15613","HomeCare - COLISTIMETHATE SODIUM(PROMIXIN) 1 mill"
"15614","HomeCare - COLISTIN (HOMECARE)  2 million units N"
"15615","HomeCare - COLISTIN (HOMECARE) 2 million units Ne"
"15616","HomeCare - COLISTIN (HOMECARE) 2 million units Neb"
"15617","HomeCare - COLISTIN (HOMECARE) 3 million units Pr"
"15618","HomeCare - COLISTIN (HOMECARE) 3 million units Pre"
"15619","HomeCare - COLISTIN (HOMECARE) Colistimethane 2MU"
"15620","HomeCare - COLISTIN 2 million units Nebuliser Sol"
"15621","HomeCare - COLISTIN 2 million units Nebuliser Solu"
"15622","HomeCare - COLISTIN 2 million units Pre-Filled syr"
"15623","HomeCare - COLISTIN 3 million units Pre-Filled syr"
"15624","HomeCare - COLISTIN) 2 million units Nebuliser So"
"15625","HomeCare - Colobreathe (HOMECARE) 125 mg Inhalati"
"15626","HomeCare - Colobreathe (HOMECARE) 125 mg Inhalatio"
"15627","HomeCare - COLOBREATHE 125 mg Inhalation Capsule"
"15628","HomeCare - Colobreathe 125 mg Inhalation Capsule ("
"15629","HomeCare - COLOBREATHE 125 mg Inhalation Capsule H"
"15630","HomeCare - COURIER CHARGE - CITYSPRINT"
"15631","HOMECARE - CPMP ANCILLARIES"
"15632","HOMECARE - CPMP DELIVERY CHARGE"
"15633","HOMECARE - CPMP SODIUM CHLORIDE FLUSH 0.9 % prefilled syringe"
"15634","HOMECARE - CPMP TAUROLOCK"
"15635","HomeCare - CYCLOPHOSPHAMIDE (HOMECARE) 50 mg Table"
"15636","HomeCare - CYCLOPHOSPHAMIDE 0 - 1000MG SYRINGE (H"
"15637","HomeCare - CYCLOPHOSPHAMIDE 50 mg Tablets"
"15638","HomeCare - DARBEPOETIN 12 WEEKLY HOMECARE SERVICE"
"15639","HomeCare - DARBEPOETIN 8 WEEKLY HOMECARE SERVICE"
"15640","HomeCare - DARBEPOETIN 8 WEEKLY HOMECARE SERVICE C"
"15641","HomeCare - DARBEPOETIN ALFA (ARANESP SURECLICK) 2"
"15642","HomeCare - DARBEPOETIN ALFA (ARANESP SURECLICK) 20"
"15643","HomeCare - DARBEPOETIN ALFA (ARANESP SURECLICK) 40"
"15644","HomeCare - DARBEPOETIN ALFA (ARANESP SURECLICK) 60"
"15645","HomeCare - DARBEPOETIN ALFA (HOMECARE) (ARANESP SU"
"15646","HomeCare - DARBEPOETIN ALFA (HOMECARE) 20 microgra"
"15647","HomeCare - DARBEPOETIN ALFA (HOMECARE) 50 microgra"
"15648","HomeCare - DARBEPOETIN ALFA (HOMECARE) 60 microgra"
"15649","HomeCare - DARBEPOETIN ALFA 100 microgram Injectio"
"15650","HomeCare - DARBEPOETIN ALFA 20 microgram Injection"
"15651","HomeCare - DARBEPOETIN ALFA 40 microgram Injection"
"15652","HomeCare - DARBEPOETIN ALFA 50 microgram Injection"
"15653","HomeCare - DARBEPOETIN ALFA 60 microgram Injection"
"15654","HOMECARE - DELIVERY CHARGES"
"15655","HomeCare - DENOSUMAB (HOMECARE) 120 mg Injection"
"15656","HomeCare - DENOSUMAB (XGEVA) 120 mg Injection"
"15657","HomeCare - DESFERRIOXAMINE (HOMECARE) ANCIL FEE"
"15658","HomeCare - DESFERRIOXAMINE (HOMECARE) DELIVERY FE"
"15659","HomeCare - DESFERRIOXAMINE (HOMECARE) DELIVERY FEE"
"15660","HomeCare - DESFERRIOXAMINE (HOMECARE) INFUSION 2"
"15661","HomeCare - DESFERRIOXAMINE (HOMECARE) INFUSION 2 g"
"15662","HOMECARE - DESFERRIOXAMINE 2001mg - 2500mg up to 12 hour  Infusion"
"15663","HomeCare - DEXAMETHASONE (HOMECARE) 2 mg Tablets"
"15664","HomeCare - DEXAMETHASONE 2 mg Tablets"
"15665","HomeCare - DEXAMETHASONE 500 microgram Tablets"
"15666","HomeCare - DIMETHYL FUMARATE (HOMECARE) (TECFIDERA"
"15667","HomeCare - DIMETHYL FUMARATE 120 mg Gastro-Resist"
"15668","HomeCare - DIMETHYL FUMARATE 120 mg Gastro-Resista"
